8135,1
8141,4
8147,11
8148,1
8153,16
8154,19
8160,98
8166,129
8167,88
8172,61
8173,312
8179,399
8180,101
8185,291
8186,441
8192,870
8198,576
8199,448
8204,267
8205,1085
8211,1268
8212,331
8217,821
8218,1288
8224,2671
8230,1965
8231,1439
8236,855
8237,3441
8243,4267
8244,1087
8249,2594
8250,4217
8256,7957
8262,5688
8263,4043
8268,2125
8269,9295
8275,10831
8276,2711
8281,6078
8282,10029
8288,18666
8294,12629
8295,8989
8300,4756
8301,20063
8307,22138
8308,5380
8313,11465
8314,18668
8320,32335
8326,19814
8327,13751
8332,6629
8333,28420
8339,28112
8340,7034
8345,13644
8346,22021
8352,36423
8358,22065
8359,15570
8364,7499
8365,31620
8371,32847
8372,8355
8377,16819
8378,27178
8384,46723
8390,29477
8391,20948
8396,10199
8397,43135
8403,45608
8404,11284
8409,22976
8410,36846
8416,62317
8422,38495
8423,26246
8428,12943
8429,54298
8435,55503
8436,13599
8441,27645
8442,44160
8448,75183
8454,45690
8455,31560
8460,15331
8461,64596
8467,65961
8468,16158
8473,32702
8474,52150
8480,86108
8486,52336
8487,35783
8492,16956
8493,71242
8499,71317
8500,17493
8505,34412
8506,54254
8512,90244
8518,54281
8519,36692
8524,17497
8525,74165
8531,74453
8532,17830
8537,36331
8538,56990
8544,91963
8550,54073
8551,36236
8556,16098
8557,69682
8563,65845
8564,15625
8569,29495
8570,45827
8576,68977
8582,37633
8583,25192
8588,10831
8589,45867
8595,40492
8596,9730
8601,17416
8602,27292
8608,39631
8614,20822
8615,14244
8620,6056
8621,25202
8627,22639
8628,5503
8633,9901
8634,15775
8640,23138
8646,12643
8647,8841
8652,3855
8653,16282
8659,15148
8660,3747
8665,6818
8666,11141
8672,17450
8678,10062
8679,6757
8684,3042
8685,13104
8691,12855
8692,3005
8697,5796
8698,9190
8704,14440
8710,8048
8711,5368
8716,2416
8717,10430
8723,9290
8724,2232
8729,4280
8730,6719
8736,9732
8742,5496
8743,3606
8748,1591
8749,6688
8755,5958
8756,1407
8761,2608
8762,3922
8768,5737
8774,3014
8775,2025
8780,810
8781,3509
8787,3013
8788,746
8793,1280
8794,1841
8800,2751
8806,1336
8807,778
8812,358
8813,1436
8819,1143
8820,290
8825,529
8826,768
8832,1094
8838,502
8839,368
8844,152
8845,592
8851,456
8852,119
8857,189
8858,261
8864,356
8870,172
8871,99
8876,39
8877,199
8883,159
8884,50
8889,64
8890,87
8896,134
8902,72
8903,39
8908,23
8909,79
8915,79
8916,15
8921,38
8922,45
8928,84
8934,41
8935,30
8940,6
8941,45
8947,37
8948,3
8953,18
8954,36
8960,50
8966,32
8967,16
8972,5
8973,40
8979,33
8980,9
8985,17
8986,26
8992,33
8998,19
8999,10
9004,9
9005,23
9011,28
9012,4
9017,13
9018,14
9024,27
9030,17
9031,11
9036,4
9037,13
9043,14
9044,3
9049,5
9050,19
9056,22
9062,13
9063,7
9068,1
9069,11
9075,12
9076,2
9081,9
9082,9
9088,17
9094,10
9095,3
9100,7
9101,9
9107,6
9108,3
9113,5
9114,8
9120,17
9126,8
9127,6
9132,4
9133,7
9139,12
9140,7
9145,7
9146,11
9152,16
9158,11
9159,3
9164,1
9165,8
9171,12
9172,3
9177,3
9178,10
9184,19
9190,10
9191,7
9196,3
9197,8
9203,9
9204,4
9209,5
9210,9
9216,7
9222,7
9223,5
9228,2
9229,3
9235,7
9236,1
9241,1
9242,7
9248,9
9254,6
9255,5
9260,3
9261,8
9267,5
9268,2
9273,1
9274,4
9280,10
9286,9
9287,2
9293,10
9299,9
9300,2
9305,3
9306,4
9312,7
9318,4
9319,6
9324,2
9325,6
9331,8
9332,1
9337,6
9338,5
9344,4
9351,3
9356,1
9357,7
9363,7
9364,2
9369,1
9370,2
9376,13
9382,6
9383,3
9388,1
9389,7
9395,11
9396,1
9401,5
9402,7
9408,6
9414,3
9415,4
9420,2
9421,6
9427,7
9428,1
9433,4
9434,6
9440,10
9446,4
9447,4
9452,2
9453,9
9459,5
9460,2
9465,7
9466,5
9472,8
9478,7
9479,4
9484,2
9485,2
9491,3
9492,1
9497,3
9498,4
9504,5
9510,3
9511,3
9516,3
9517,7
9523,3
9529,5
9530,4
9536,11
9542,4
9543,4
9549,6
9555,6
9556,1
9561,2
9562,8
9568,3
9574,4
9575,4
9580,1
9581,2
9587,2
9593,6
9594,1
9600,7
9607,4
9612,1
9613,6
9619,2
9620,5
9625,3
9626,7
9632,4
9638,7
9639,1
9644,1
9645,7
9651,9
9657,2
9658,4
9664,3
9670,4
9671,3
9676,1
9677,2
9683,8
9689,2
9690,3
9696,3
9702,2
9703,3
9709,2
9715,7
9716,1
9721,5
9722,7
9728,6
9735,4
9741,5
9747,6
9753,3
9754,2
9760,3
9766,5
9767,6
9772,3
9773,9
9779,4
9780,1
9785,2
9786,3
9792,12
9798,8
9799,1
9804,1
9805,3
9811,5
9817,4
9818,2
9824,8
9830,2
9831,1
9836,1
9837,3
9843,6
9849,2
9850,7
9856,8
9862,4
9863,1
9868,1
9869,5
9875,9
9876,2
9881,2
9882,2
9888,7
9894,5
9895,3
9900,1
9901,10
9907,6
9908,3
9913,4
9914,8
9920,14
9926,8
9927,1
9932,5
9933,6
9939,7
9940,1
9945,5
9946,4
9952,12
9958,9
9959,3
9964,1
9965,10
9971,6
9972,1
9977,1
9978,3
9984,12
9990,4
9991,3
9996,1
9997,9
10003,8
10004,2
10009,2
10010,5
10016,7
10022,5
10023,3
10028,1
10029,6
10035,10
10041,1
10042,3
10048,3
10054,8
10055,4
10060,2
10061,10
10067,4
10068,3
10073,3
10074,4
10080,8
10086,1
10087,4
10092,1
10093,6
10099,8
10105,2
10106,2
10112,4
10118,8
10119,4
10124,2
10125,4
10131,8
10137,2
10138,5
10144,11
10150,4
10151,2
10157,9
10163,4
10164,3
10169,3
10170,6
10176,8
10182,3
10183,3
10188,2
10189,9
10195,4
10201,4
10202,3
10208,6
10214,3
10215,2
10221,2
10227,6
10228,4
10233,4
10234,1
10240,6
10246,2
10247,1
10253,5
10259,3
10260,3
10266,9
10272,6
10278,4
10279,3
10285,6
10291,6
10292,1
10297,3
10298,4
10304,7
10310,4
10311,3
10316,1
10317,2
10323,5
10329,2
10330,6
10336,8
10343,3
10348,1
10349,6
10355,6
10356,6
10362,5
10368,7
10374,7
10380,1
10381,9
10387,4
10388,1
10393,4
10394,7
10400,7
10406,1
10407,2
10413,4
10419,8
10420,1
10425,4
10426,5
10432,6
10438,1
10439,4
10444,1
10445,3
10451,6
10457,7
10458,2
10464,8
10470,5
10471,2
10477,6
10483,3
10489,3
10490,7
10496,5
10502,2
10503,2
10508,2
10509,2
10515,7
10516,1
10521,4
10522,5
10528,8
10534,6
10535,1
10540,1
10541,4
10547,4
10548,3
10553,2
10554,1
10560,6
10566,4
10567,3
10572,1
10573,6
10579,2
10585,3
10586,3
10592,5
10598,2
10599,1
10604,2
10611,8
10612,2
10617,3
10618,7
10624,2
10630,4
10631,1
10636,1
10637,6
10643,4
10644,2
10649,2
10650,2
10656,3
10662,4
10663,3
10669,5
10675,3
10676,1
10681,4
10682,6
10688,6
10694,3
10695,1
10701,2
10707,8
10708,3
10713,1
10714,3
10720,3
10726,2
10727,8
10732,3
10733,10
10739,4
10740,1
10745,2
10746,3
10752,5
10758,3
10759,4
10765,4
10771,9
10778,2
10784,2
10790,5
10796,1
10797,3
10803,4
10804,2
10809,1
10810,2
10816,8
10822,3
10823,4
10828,1
10829,2
10835,8
10836,2
10841,3
10842,2
10848,9
10854,3
10855,3
10860,2
10861,2
10867,3
10868,3
10874,3
10880,4
10886,7
10887,2
10893,6
10899,1
10905,1
10906,4
10912,5
10918,3
10919,5
10924,4
10925,7
10931,5
10937,5
10938,5
10944,10
10950,2
10951,6
10956,1
10957,8
10963,5
10964,1
10969,3
10970,5
10976,9
10982,5
10983,3
10988,2
10989,7
10995,7
10996,2
11001,2
11002,8
11008,7
11014,8
11015,1
11020,1
11021,6
11027,7
11028,1
11033,4
11034,4
11040,7
11046,2
11047,5
11053,2
11059,4
11060,4
11065,1
11066,2
11072,6
11078,9
11079,3
11085,11
11091,6
11092,2
11097,3
11098,1
11104,12
11110,4
11111,7
11117,7
11123,6
11124,1
11129,4
11130,6
11136,8
11142,2
11148,2
11149,6
11155,3
11156,1
11161,1
11162,3
11168,8
11174,1
11175,1
11181,8
11187,9
11188,2
11193,2
11194,5
11200,5
11206,2
11207,5
11213,5
11219,10
11220,4
11225,3
11226,3
11232,9
11238,5
11239,3
11244,2
11245,4
11251,9
11252,3
11257,1
11258,5
11270,3
11271,5
11276,1
11277,7
11283,6
11289,3
11290,3
11296,2
11302,5
11303,3
11308,2
11309,7
11315,3
11321,5
11322,5
11328,5
11334,6
11335,2
11341,10
11347,3
11348,1
11353,2
11354,8
11360,5
11366,2
11367,4
11372,2
11373,7
11379,1
11380,3
11385,3
11386,5
11392,8
11398,2
11399,1
11404,1
11405,5
11411,5
11412,3
11417,1
11418,7
11424,8
11430,3
11431,4
11436,2
11437,7
11443,3
11444,3
11450,2
11456,7
11462,3
11463,5
11468,1
11469,8
11475,7
11481,4
11482,5
11488,7
11494,7
11495,3
11500,1
11501,12
11507,6
11508,3
11513,1
11514,1
11520,12
11526,2
11527,1
11532,1
11533,4
11539,7
11545,2
11546,6
11552,10
11558,6
11559,2
11565,2
11571,4
11577,5
11578,5
11584,10
11590,3
11591,2
11597,7
11603,6
11604,3
11609,2
11610,4
11616,7
11622,6
11623,3
11628,1
11629,6
11635,6
11641,2
11642,4
11648,4
11654,3
11655,8
11661,3
11667,7
11668,4
11673,1
11674,2
11680,3
11686,4
11687,3
11692,2
11693,3
11699,3
11705,5
11706,1
11712,6
11718,2
11719,5
11725,7
11731,4
11732,2
11737,3
11738,6
11744,5
11750,1
11751,3
11756,1
11757,6
11763,9
11764,3
11769,1
11770,7
11776,6
11782,6
11783,4
11789,4
11795,6
11796,3
11801,3
11802,2
11808,3
11814,3
11815,4
11820,3
11821,4
11827,3
11828,1
11834,5
11840,6
11846,3
11847,4
11852,6
11853,8
11859,3
11860,1
11865,2
11866,3
11872,3
11879,5
11885,8
11891,6
11892,1
11898,4
11904,8
11910,5
11911,2
11917,9
11923,7
11929,3
11930,1
11936,8
11942,1
11943,4
11948,2
11949,5
11955,6
11956,1
11961,2
11962,1
11968,7
11974,3
11975,5
11981,4
11987,5
11988,1
11993,1
11994,5
12000,3
12006,3
12007,3
12012,1
12013,10
12019,6
12020,2
12025,4
12026,3
12032,9
12038,3
12039,4
12044,4
12045,8
12051,5
12052,1
12057,6
12058,5
12064,4
12070,4
12071,4
12076,1
12077,3
12083,5
12089,4
12090,1
12096,9
12102,4
12103,5
12108,4
12109,2
12115,5
12116,2
12121,2
12122,7
12128,5
12134,1
12135,1
12140,4
12141,2
12147,3
12148,1
12153,3
12154,3
12160,6
12166,2
12167,2
12172,1
12173,3
12179,6
12185,1
12186,6
12192,6
12198,8
12199,6
12204,1
12205,5
12211,5
12212,2
12217,1
12218,6
12224,6
12230,7
12231,7
12236,1
12237,8
12243,5
12244,1
12249,3
12250,4
12256,6
12262,4
12263,4
12269,5
12275,6
12276,4
12281,1
12282,3
12288,3
12294,4
12301,5
12307,6
12313,6
12314,6
12320,6
12326,1
12327,2
12332,2
12333,8
12339,8
12340,2
12345,1
12346,6
12352,7
12358,4
12359,1
12365,1
12371,5
12377,4
12378,4
12384,13
12390,5
12396,1
12397,6
12403,14
12404,1
12409,1
12410,3
12416,6
12422,5
12423,9
12428,1
12429,5
12435,4
12441,4
12442,3
12448,4
12454,6
12455,7
12461,3
12467,6
12473,4
12474,2
12480,7
12486,5
12487,5
12492,2
12493,7
12499,6
12500,2
12506,4
12512,6
12518,6
12519,5
12524,2
12525,7
12531,7
12532,3
12537,4
12538,5
12544,7
12550,1
12551,4
12556,2
12557,4
12563,6
12564,4
12569,4
12570,3
12576,4
12582,2
12583,2
12588,1
12589,5
12595,3
12596,4
12601,1
12602,2
12608,6
12614,4
12615,4
12621,7
12627,5
12633,2
12634,7
12640,8
12646,5
12647,2
12653,8
12659,5
12660,2
12665,4
12666,6
12672,3
12678,3
12679,1
12684,1
12685,4
12691,6
12697,4
12698,1
12704,8
12710,5
12711,2
12716,3
12717,6
12723,8
12729,6
12730,4
12736,7
12742,5
12743,1
12748,2
12749,4
12755,5
12756,2
12761,1
