timestamp,index,name,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026/06/18 18:34:33.167, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.37, 53
2026/06/18 18:34:34.183, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.40, 52
2026/06/18 18:34:35.184, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 5.38, 53
2026/06/18 18:34:36.185, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 14.42, 53
2026/06/18 18:34:37.186, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 13.19, 53
2026/06/18 18:34:38.186, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.84, 53
2026/06/18 18:34:39.186, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.73, 53
2026/06/18 18:34:40.187, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.84, 53
2026/06/18 18:34:41.187, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 8.82, 52
2026/06/18 18:34:42.188, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.99, 52
2026/06/18 18:34:43.189, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.99, 52
2026/06/18 18:34:44.189, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.99, 52
2026/06/18 18:34:45.190, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.43, 51
2026/06/18 18:34:46.190, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.41, 51
2026/06/18 18:34:47.191, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.43, 51
2026/06/18 18:34:48.195, 0, NVIDIA GB10, 2, 0, [N/A], [N/A], 8.09, 52
2026/06/18 18:34:49.195, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 12.47, 52
2026/06/18 18:34:50.196, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.59, 52
2026/06/18 18:34:51.197, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.59, 52
2026/06/18 18:34:52.198, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.62, 52
2026/06/18 18:34:53.199, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.65, 52
2026/06/18 18:34:54.200, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.60, 52
2026/06/18 18:34:55.200, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.58, 52
2026/06/18 18:34:56.201, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.57, 52
2026/06/18 18:34:57.202, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.56, 52
2026/06/18 18:34:58.203, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.54, 52
2026/06/18 18:34:59.204, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.53, 52
2026/06/18 18:35:00.205, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.52, 52
2026/06/18 18:35:01.205, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.53, 52
2026/06/18 18:35:02.206, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.49, 52
2026/06/18 18:35:03.206, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.51, 52
