timestamp,index,name,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026/06/18 20:45:20.053, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.44, 57
2026/06/18 20:45:21.069, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.42, 56
2026/06/18 20:45:22.070, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.37, 56
2026/06/18 20:45:23.070, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.89, 57
2026/06/18 20:45:24.071, 0, NVIDIA GB10, 2, 0, [N/A], [N/A], 13.21, 57
2026/06/18 20:45:25.075, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 13.21, 57
2026/06/18 20:45:26.078, 0, NVIDIA GB10, 3, 0, [N/A], [N/A], 13.42, 57
2026/06/18 20:45:27.079, 0, NVIDIA GB10, 1, 0, [N/A], [N/A], 12.62, 57
2026/06/18 20:45:28.080, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.07, 57
2026/06/18 20:45:29.080, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 6.82, 56
2026/06/18 20:45:30.080, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 5.05, 56
2026/06/18 20:45:31.080, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 5.05, 56
2026/06/18 20:45:32.080, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.42, 55
2026/06/18 20:45:33.083, 0, NVIDIA GB10, 3, 0, [N/A], [N/A], 10.66, 56
2026/06/18 20:45:34.083, 0, NVIDIA GB10, 30, 0, [N/A], [N/A], 12.86, 56
2026/06/18 20:45:35.084, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.94, 56
2026/06/18 20:45:36.084, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.92, 56
2026/06/18 20:45:37.084, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.93, 56
2026/06/18 20:45:38.085, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.94, 56
2026/06/18 20:45:39.085, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.93, 56
2026/06/18 20:45:40.085, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.93, 55
